node,total_fee,capacity
0255703871293ff4c2c4e25fd5c8781edc34c7283a7bd33035d9081e091f7d8d1d,150,4000000
03de6bc7ed1badd0827b99c5b1ad2865322815e761572717a536f0a482864c4427,450,152017689
0252fef7ae5cf8b558b69ebd0b38cde4b88dff9be0b2e73075d76a89aaad53a619,200,6100000
03cda65d284b70a0b847f927595eac3c79075a50862181dbfcaf8fc020e721bf4d,0,13569666
0202b72d9ddbaf4b512446b4914c1662b67bfa38080916180c9b35d9dcf2950f6d,2,48794692
02ee6c2cd1a8abf7eec1fc55f8fa41d307e216c9738ae743ba72f86007d9c6a179,1000,16766199
03ad2561aea9416578102a3823dadb5ba8dd6f25e731a0f5d345f429540c617788,0,41343009
034cfb8dcb453372e8f13915cc770bcd7bb0f0809dd1b47c0c3b43b969ff9ff3b7,100,89701477
022df3659d511f156e3ee91ef608a095ce3399234d374c7105356a36a904469372,1000,7722830
02cb885657f8cb1ccf0c925f55a2c017d2a7d4acdab93f2597e2d478b3f0260215,1032,142341047
030f9671a1d0ab1397df027b4ad1e5f1b41a8db85571b545e8afec168cba41ffc4,150,153248000
02239ca479d09faebb126ac666626f377e2e285551547e8a63a8735c021e9f024d,800,8333333
0206c2b316ab5493b732fd0a622bde86697956831dcadeba138d76be7e8f197e94,0,2677190
03a110da64f87df07b31b1930eb5673d02070c56633e598199a7a0d98636fbaab8,0,49604962
02d2f693212fc525ad1a4d7546c2f24b96a8c002b8567c49fee744569a4abc6c99,260,181708382
027da91e761959e83581624fc7847cb2bd86475c529b78197f3dc453c3b89b628b,1,140740260
02736e7dad83d7205826649fc17db672ce08f8e87a2b47c7785ccbf79f24e91db0,0,24600000
0298a082e533a2251aa42602ab35a6ebaf603b6d8d1be7f0ce06991061c9098491,0,39233131
027a4cb61d55f7335a53140894ca5bc530c71b5470e8c82cd4c5111f17547760ce,628,80700000
0336a970065e4b4080b6e38229576e7a89a350bd94591437aa9cfc92c5e729e1a8,200,34000000
03edfffc404ff6adf4d8bf20b1332f60a0d91c60b19afc1471ff1e4819835cc89b,0,10800000
021951d5e00e53173f5a238da18ee2d56bed6b88bb23edd7377d706a683d9fb256,0,2000000
037dadeec6c1f1a85a938f038f36515a05ae0ec982d749e4068735d665704fb31e,200,20874000
02c911ba09b21441200e0424279720ec13290b36cd51f4ab1a80cbb40b3baf0fe1,0,57536568
02685697ab29f0076fc888368c0981eb3c305feaa6f6dd1c4255a5504810711756,120,135155951
02a3ec29f0cd4881dacc73522196a78d6f97327091db50078efef86626e7cffd98,1000,3100000
03c8eaed66353ca6678ab1b32b5f59d149dda22f951ae61beacb0afd02af12b6be,5,640153291
03f008c02ff13f11245c0f9537e018c19228750fef95351762e45babf030d0b2b3,36,8825332
02977847f3efaef1eef6db3b068b2f2cc77ffa3076d6eb811f7aa7120ee67a18f7,210,700000
0364e3da4d370c3b2e42ddc82333fa5420c7cc6a0631403fb6bc11aa120a9dee95,0,15469991
02e75b6ba84bc330143ae181432533f90968db3f8f26a8eacef883fdf6a9fa79b6,0,18499999
02efa4cfedf5b09cb6b2b9cd3a281ed97e6078e8d2567f9872921959ee0274e92e,233,58046034
035d34b88f2da4385c1d6e75d99499d25cb73daba3a03a69cabb567ffb467f3c1b,100,1332000
03a8b61013b27176c441cb7b6875b159d9dc1c270651e603447e93d5bbc78ffaa6,48,98943091
0388445479e35791dfd383c2697dfc6928894b90e700aa6ad3c995cb0c08d87853,1000,273550002
02253dee7c1a45ab049c4d8832f620df6c0f4b100751d86cd763ae7cc2804ab221,1,31871326
0355d39776d677398058cd196ad40c882e6c95038e0760fee1736180a4a6e1eec9,20,2000000
03cc5ead9a19902dbb7cf0920e819f383f4ad0a916a6ea4d59f1bbb0660503bdde,1,27300000
02acd93e3352fd59066ca3f23e8865de1926301e8be03c6a52f0f7e43533fe9888,5,68501407
0308223e69558e4030efe9d0df9583d340b681381ae7f0a3fcbd07c3bc49da62c0,10,9621625
03d58a9b39eaa2edc19ed2a98e74887e538e5dd3694d9580419bfac839d993f358,299,20200000
036e84a49ffbf3d0f18a7eec00683fa4cd5e56acc055de4109fe0c07a3d1080dcd,50,11300223
03d8b823ed4c54c9d46fa18831b9c56520166bcff50e86682b4df7563d52424c30,0,4000000
028d0e8fc0fd50604423dbcf77e0b5dca22d1a3925a7c3a854f7566d664c27f260,81,69323369
02ca3248eb460c64a3572c8c4fbae295cad74ddaee3a3814e08ba55d51111c0654,68,150550000
03bd5aef25b963cc256bdd009bc8084891e53cd067b781c68786f333e63a186e0f,150,5650500
02cc58e53d8e15d615381de583c401dc55de11b80b52cd7b6db4d73f4bbb01f9b8,0,144859032
0390a5eac847f9afb66a9adcea306a1e04731972d8da0073787454a5560152ec93,150,4000000
03f171125a76de0c957341488156993e3e6a603366021da31ef5811812b4881c81,121,46679472
032e65c456441da55db4c9b3ea863e60a154afc4bac2bdc96dbb25336779257b38,231,131469058
02f61bb12506514242327b31c7551773ef8a66dcf3a07daf9dacaa5968fe20b38e,25,6004000
02d2e1b94cc1a38c715e50ee952f41487051b8652c93e63d12c6c4652e99932b5e,0,73022136
03d16eedc2c4064c0691d6948e56ec58468e622330602113797519a6819bc8b49a,200,87739992
029e792bc774078a8e6664cc6771aa5187af5d9003cc519285c66e59c18e1fb855,5,13000000
03391210b7fd47678df727ed7c39ea2f3c8dd43d6fb747582b1c13d4c1376f4714,765,177650689
03fa52a19c86f24e923a6d44744800b4d354382efce0780136e16a4f5ba5eca2b0,0,2750000
03ed35331418f3aaf986953c5442ae27224e55ad2f55f10e5f1ef4f934582798c2,69,36821710
0316e0f1239c69c22be8efd4fa9e092846497f39a0da264ae088de0a1d1b50f906,100,44189000
03fbecf1f91211dc3f4221a8e8188b47cd2ba769674a894dc89e29ce782a2814a7,3000,2267566
022b213281fad5065c66ed53a53198a04b4cb528ce92d76ed0175471b93f1db74f,5,41633303
02a3f2ad8d034cabcce81f8c38a25b9fe77c07e23f6ca8d1d04d1db2d169f90dbc,220,7242300
021172f566b30058a017d066eaf0f08399f9bab8c9259aa54ad3127f5fa5a45b92,154,88500000
0387600e7702b803edddc49d9cd5a8eac509eab5d1cc12a87ab385be39e6c762c4,30,49389079
02c329e6556790cd2c2589b4f40b5b495d4ae7db82cd476194d8a4bfcc25764afa,100,25581433
02cfa80a9c191e5c7aaf59bb6baaf9215f10228a800a97550e60ca796dba837d24,75,20400000
03b9fe825a55a1fa652c72b710eaa70e7a356a578dfc709f5f41dd761fcba03562,140,38020000
021a221b4d60c53483f2c25efdf3cb98096593850d0496a6097104538486f46cbb,1,4491161
02d7f05431e7ab72bc5c474b25a85dd3562427130d66faa34084babb01a2a31258,9999,875000
02e66be4a33791604ea3ddcb797a99d44a70f81d8398dfc2a1c0d3278a22217bfd,150,1250000
038c57f828252e14df0a42342d5371d7a03aaba5b9ce2ce5dec3b69c18c39c0394,0,73800000
02a308eee1f0c6f12015ae955bbc8d9a5cba17398fa5b28954976b38a44f0e0195,0,3166695
02823e123a2a2b88fb439c57ae069731cf1f635c6383aed1eae11616e351e2416a,100,430000
02df6d3454bc4c0cdd9b6e5f04451f53c48d22300d3066cf4a8fb49effd025c0af,500,71401823
02b70c692008102e265f376cdc2d8a74f5b9ed08995a79bc75c87eaa83f54bfa4a,750,22880000
02480372e95bc572b196c8a37d66098cf49b55dd841eaad5135ecf1255283ff0c4,45,22529999
03bd5f9ab14e25946343e554ca447293b3a03bfbf9ea8459e1540dd0e2720aeae1,20,157214834
03e3d1519b79305d37a017544d3525938a2e31ff0f1e0942171c6c38a3c668cca8,100,131331477
0339c7351f76d1c5a2a407f9c57cde096857b8374b3eb6ff023cafc9a634d7bd64,535,318221921
038f17fe425f76ef337429af4a0ba8895f7b278cfa89cd30e60a8be4f6e82da4e7,400,192726102
038b5d4868ec61e4df3092009b0d62f549357ca72db355b882c175d9b3fc4fc8d3,100,26520010
02ebf362cfe145b9afa52e7779abcc56c139d95f94f14e77f6be16107087bc388a,400,36680000
025fb52d06c4c3719876bc07cd3500f49ffe4405e8432bf333f7207c6ca108ed33,299,9000000
0202a61113657642b5f952e58445b8523ed6f13dfa645ef56dde3f8f454b2decac,100,2500000
0333240fd9c5e8dbcad4ede6dfd6b18e2dae2a8a2d077fc3ca55d246e02ca07a72,117,42481222
0205019fc1d5d0d94987279f25603b6d5e81a61e54b0386f88c5ac44b646cf8287,50,11042000
034a92e825053e858f7bff0e8d6608cf520fa5da9d1a3d2c8502f69068e02e8754,100,17253597
02d4531a2f2e6e5a9033d37d548cff4834a3898e74c3abe1985b493c42ebbd707d,200,30940331
03740f82191202480ace717fcdf00f71a8b1eb9bdc2bb5e2106cd0ab5cb4d7a54e,200,44100246
021cbd1078fabaeb428eef48ea1ff118d2f970ffd14473e04f0cdaf8cd4924ffbc,100,1042412
02879fad66f6374a7168174a91ae92564edc2c3e54c00e03349b2af17240bdbdc7,99,3000000
025bfc0e63a775eff8b47ef1509e2a26924ea5554cfc86853cde0c7a82fd2bfa81,99,5070000
02c8091530bd85a19369a309d692a2d41e8179e30fb5793d39721dbef340d7031a,500,1005000
02c14c933e5918d900a5baa7c23de9f76aaf65b2f491ddeb47b5a2a1c4643022bc,54,25638648
03ea2311686a06cb29c7f102dad94343352bfa2aabc9bc5e99d7c8720c8a2769e0,150,2250000
023187ab05e34b67c54afd61addf87563a382a5b4054fc92990b26123c8db6e7bc,100,90630420
02f1b3ef58d0fc754fe8b9548daaa9382d35f3b5f721d7ec4a517cb621b2fc6a0d,400,1795630
030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5,3000,3591267850
03317bd8710e64b280c80fbbbb9a85c814a27c5a94c055dc6bb7799345223bb121,15,12000000
02f45a3aba49e5eb13005d5e22cd5a30eb1d1b3e330fd7ce5f5c744de3daae0908,260,28799999
02a3f6cdee1b7f90d8f502260461ee415d458f13476e76305a5b5a6d62cffbaf9e,280,6020000
029d9af864f259b13a4f8ea7751153e8be649f7c4885f7abe9ebefcf23c08f43b5,250,23500000
03f813a3ed2b6b99f1148a45a786b223394baa0a17909bf8de3664622da1ec1128,5,21750000
024ad115ba27cf24f9bede658b9041000dfcbff2968156e884902482f625e8adb7,0,138908506
